cidade,area,quartos,banheiros,garagem,valor(R$)
São Paulo,47,2,1,1,393600
São Paulo,60,2,2,1,359000
Porto Alegre,77,2,1,0,234400
Porto Alegre,75,2,2,1,372800
São Paulo,60,3,1,1,408000
São Paulo,240,3,4,3,1759800
São Paulo,48,1,1,1,838200
Belo Horizonte,70,3,1,1,356800
Belo Horizonte,345,3,3,0,741600
São Paulo,250,4,2,3,3658100
São Paulo,158,4,4,3,1224800
Porto Alegre,55,2,1,1,271600
Rio de Janeiro,80,2,1,1,589000
Porto Alegre,42,1,1,1,556600
São Paulo,80,3,3,2,1069800
São Paulo,50,1,1,0,423400
Rio de Janeiro,380,4,3,2,3952200
São Paulo,85,2,2,1,1327000
Belo Horizonte,120,4,3,2,658800
São Paulo,214,4,5,4,1310800
São Paulo,277,4,4,6,1999200
Campinas,50,2,1,1,284800
Belo Horizonte,90,3,2,2,543200
São Paulo,287,4,5,2,1281600
São Paulo,11,1,1,0,473600
Porto Alegre,62,2,1,1,436600
São Paulo,45,1,1,1,756400
Porto Alegre,80,2,1,1,389000
São Paulo,115,3,3,2,1237200
Porto Alegre,110,2,2,1,515800
São Paulo,162,3,3,2,1842400
Rio de Janeiro,85,3,2,1,676000
Belo Horizonte,105,4,3,3,660400
São Paulo,180,2,2,5,609600
Rio de Janeiro,80,2,1,0,266200
São Paulo,56,2,1,1,583800
São Paulo,70,2,1,1,460000
Rio de Janeiro,70,1,2,1,480200
Belo Horizonte,75,3,1,1,328200
São Paulo,420,4,6,4,1463000
São Paulo,279,3,3,8,747000
São Paulo,160,4,4,2,487400
São Paulo,41,1,1,0,272800
São Paulo,97,2,2,2,734000
Porto Alegre,40,1,1,1,371400
São Paulo,110,3,2,1,1015600
Belo Horizonte,298,4,3,2,632800
Belo Horizonte,87,4,2,2,430400
São Paulo,150,5,5,4,1292800
São Paulo,113,3,2,2,1024400
Belo Horizonte,293,6,2,3,556200
São Paulo,90,3,2,2,641600
Belo Horizonte,305,4,3,3,2456000
Campinas,50,2,1,1,266200
São Paulo,150,3,3,2,697000
Porto Alegre,367,3,4,4,4650200
Rio de Janeiro,50,2,1,0,590000
São Paulo,230,3,4,3,2493900
São Paulo,125,3,3,1,1483400
Rio de Janeiro,140,3,2,1,512600
São Paulo,63,3,2,0,474600
São Paulo,110,2,1,1,910200
São Paulo,54,2,1,1,422200
Porto Alegre,67,2,1,0,385200
São Paulo,296,3,4,4,2167700
Belo Horizonte,70,2,1,1,218400
São Paulo,50,2,1,0,233400
São Paulo,160,3,2,4,710600
São Paulo,60,2,2,1,541600
São Paulo,220,3,4,3,2451600
São Paulo,340,4,3,8,2872300
São Paulo,52,2,1,0,249800
Belo Horizonte,50,2,1,1,218200
Belo Horizonte,60,2,1,0,520000
São Paulo,125,3,3,3,520400
São Paulo,36,2,1,0,219400
Belo Horizonte,100,3,2,1,474000
São Paulo,550,4,7,3,2664300
São Paulo,60,3,1,2,300400
Campinas,48,1,1,0,202800
São Paulo,164,3,3,1,2224000
Belo Horizonte,90,3,2,1,319200
Porto Alegre,78,3,2,1,673200
São Paulo,44,2,1,0,280000
Belo Horizonte,180,3,3,2,951400
Campinas,82,3,2,1,393200
São Paulo,49,1,1,1,781200
São Paulo,400,5,4,5,2918700
São Paulo,74,2,3,2,746200
São Paulo,110,2,1,1,337200
São Paulo,58,1,1,1,818000
Rio de Janeiro,23,1,1,0,376000
Rio de Janeiro,95,3,2,1,732200
São Paulo,196,4,3,3,1683000
São Paulo,70,2,1,0,491600
Porto Alegre,148,2,1,2,588000
São Paulo,70,2,1,0,479400
São Paulo,30,1,1,1,614800
São Paulo,300,3,2,4,598200
São Paulo,53,1,1,1,753000
São Paulo,96,3,2,2,837800
São Paulo,190,3,4,2,1577800
São Paulo,250,3,5,8,1219600
Belo Horizonte,130,4,1,3,437200
São Paulo,250,3,3,6,966600
Campinas,50,1,1,0,195400
Belo Horizonte,840,5,6,5,1728600
Rio de Janeiro,95,3,3,0,613200
São Paulo,33,1,1,0,314400
Rio de Janeiro,60,2,1,0,349600
São Paulo,51,1,1,0,1207600
Rio de Janeiro,200,4,3,2,2152000
São Paulo,212,4,5,6,1695000
Belo Horizonte,66,3,1,0,313200
São Paulo,150,3,5,2,1003400
Rio de Janeiro,48,2,1,1,339200
São Paulo,90,2,2,1,562400
Porto Alegre,136,4,3,2,1027200
São Paulo,40,1,1,1,738200
São Paulo,100,1,2,2,345200
São Paulo,32,1,1,0,329200
São Paulo,30,1,1,1,810200
São Paulo,170,2,2,5,1236600
Campinas,184,4,3,4,701800
São Paulo,368,4,5,4,2387500
São Paulo,230,3,4,4,2261600
São Paulo,214,4,6,4,2784000
Belo Horizonte,37,1,1,1,490400
São Paulo,450,5,5,4,1228800
São Paulo,87,3,2,0,708200
São Paulo,70,2,1,1,269000
São Paulo,54,2,1,1,350600
Belo Horizonte,155,4,3,3,980000
São Paulo,35,1,1,0,228800
São Paulo,160,4,4,5,913600
Belo Horizonte,95,3,2,2,350200
São Paulo,113,2,1,1,817800
Rio de Janeiro,70,3,2,1,423600
São Paulo,131,3,2,2,784000
Belo Horizonte,130,3,3,1,816600
Porto Alegre,72,2,1,0,287800
Belo Horizonte,130,2,1,1,272000
Rio de Janeiro,80,2,3,1,496000
São Paulo,50,3,2,2,604600
São Paulo,54,2,1,1,521200
São Paulo,130,3,3,3,923000
Porto Alegre,230,4,1,1,1041800
São Paulo,50,2,1,1,282800
Belo Horizonte,100,3,2,3,569200
Belo Horizonte,40,1,1,1,196600
Campinas,75,3,1,1,2495700
São Paulo,30,1,1,1,629400
Porto Alegre,68,2,2,1,461800
São Paulo,117,3,3,2,551400
Porto Alegre,600,5,4,5,2676100
São Paulo,126,3,2,2,524200
Porto Alegre,290,4,4,3,561400
Porto Alegre,120,3,1,0,547400
Rio de Janeiro,35,1,1,0,414200
Belo Horizonte,40,1,1,1,196600
São Paulo,56,2,2,1,505200
Campinas,53,2,1,1,175200
São Paulo,270,4,4,4,3618100
Porto Alegre,150,4,2,2,344000
São Paulo,40,1,1,0,198600
São Paulo,31,1,1,0,766200
São Paulo,50,2,2,1,353000
São Paulo,347,5,5,4,1521200
São Paulo,70,3,1,1,458600
Rio de Janeiro,75,2,1,0,331200
Porto Alegre,90,3,2,0,311600
São Paulo,200,3,4,1,671200
São Paulo,201,4,4,4,1901800
São Paulo,37,1,1,0,283600
São Paulo,75,3,1,1,627000
São Paulo,42,1,1,0,629000
Campinas,148,3,2,0,486800
São Paulo,200,2,2,0,611000
São Paulo,216,3,3,3,3344300
São Paulo,300,3,2,0,1728400
São Paulo,73,1,1,0,286000
Rio de Janeiro,77,3,1,0,1137400
Belo Horizonte,50,2,1,0,178400
São Paulo,480,4,7,8,3279700
São Paulo,300,5,5,2,856200
Rio de Janeiro,180,3,2,1,1404600
Porto Alegre,68,3,2,1,460000
São Paulo,62,2,2,1,429400
São Paulo,62,2,2,2,900200
Campinas,212,4,1,2,322200
São Paulo,340,3,4,4,2347500
Porto Alegre,280,5,4,8,2119500
São Paulo,250,4,3,4,1548600
São Paulo,64,2,1,0,444200
São Paulo,25,1,1,0,497200
São Paulo,37,1,1,0,741400
Campinas,51,3,1,1,286200
Rio de Janeiro,75,2,3,1,548600
São Paulo,40,1,1,1,197400
Rio de Janeiro,25,1,1,0,152000
Porto Alegre,340,5,4,4,1037200
Rio de Janeiro,60,2,1,0,754800
Campinas,90,1,1,1,710400
São Paulo,120,3,3,2,1881000
São Paulo,200,1,2,0,1764200
São Paulo,168,4,4,3,985200
São Paulo,212,4,5,4,2992100
São Paulo,40,1,1,1,576200
São Paulo,78,1,2,1,707600
São Paulo,340,3,4,3,2068000
Belo Horizonte,300,4,4,4,2689800
Belo Horizonte,181,3,3,3,1147800
São Paulo,68,2,2,0,1435000
São Paulo,600,6,7,4,5062000
São Paulo,138,3,3,2,576400
Belo Horizonte,65,2,1,1,360600
São Paulo,44,1,1,1,545400
São Paulo,600,5,7,8,2202100
Belo Horizonte,53,1,1,0,361000
Belo Horizonte,340,4,5,4,3058200
São Paulo,183,6,5,2,936600
São Paulo,80,2,3,0,1016200
Campinas,50,1,1,1,673000
São Paulo,293,4,3,3,972800
Belo Horizonte,80,3,2,1,472200
São Paulo,30,1,1,0,295600
São Paulo,150,3,4,2,446200
Campinas,70,3,2,2,493800
São Paulo,85,2,1,1,585400
Rio de Janeiro,500,5,5,1,1701400
Porto Alegre,49,2,1,1,279600
São Paulo,325,4,5,7,2499800
Rio de Janeiro,35,1,1,0,532400
São Paulo,270,4,3,3,2281600
São Paulo,540,4,7,5,4735800
São Paulo,150,3,5,3,2482400
Belo Horizonte,300,3,3,2,1154400
São Paulo,42,1,1,1,1028000
São Paulo,126,2,1,0,408000
São Paulo,67,2,1,1,775200
São Paulo,80,3,3,2,736600
São Paulo,85,3,1,2,732800
Porto Alegre,290,5,5,3,1846200
São Paulo,274,2,3,4,673800
Campinas,46,2,1,1,255000
Belo Horizonte,50,2,1,1,238200
São Paulo,42,1,1,0,335000
Campinas,55,1,1,1,242200
Rio de Janeiro,55,1,2,1,384200
Belo Horizonte,80,2,3,2,926800
São Paulo,42,1,1,1,577000
Campinas,70,2,1,1,373200
Campinas,78,3,2,1,515000
Belo Horizonte,55,2,1,1,281200
São Paulo,63,2,1,1,353800
São Paulo,57,2,2,1,614600
Porto Alegre,78,2,1,0,304200
São Paulo,140,2,2,2,1617200
Belo Horizonte,71,3,2,2,337800
São Paulo,845,5,9,6,1925400
Belo Horizonte,70,2,1,1,313200
Campinas,40,1,1,0,188400
São Paulo,82,2,2,1,788200
São Paulo,31,1,1,1,715400
Porto Alegre,62,2,2,1,971400
São Paulo,156,4,4,3,1216200
São Paulo,300,3,4,7,991200
Rio de Janeiro,35,1,1,0,152000
São Paulo,40,1,1,1,576200
São Paulo,39,1,1,1,414400
Belo Horizonte,100,3,3,2,537400
Rio de Janeiro,60,2,1,0,345800
São Paulo,43,2,1,0,277200
Rio de Janeiro,120,2,2,0,2654000
Belo Horizonte,90,3,1,1,276800
São Paulo,170,3,2,1,2477800
Belo Horizonte,154,4,2,3,1653800
São Paulo,108,3,3,2,1410800
São Paulo,20,1,1,0,511000
Rio de Janeiro,200,4,3,2,947400
Belo Horizonte,800,7,7,4,1997800
São Paulo,43,2,2,0,368600
Campinas,125,2,1,0,351800
Campinas,28,1,1,0,281600
São Paulo,37,1,1,1,697800
São Paulo,60,3,2,1,493400
São Paulo,121,2,3,1,717600
Belo Horizonte,600,5,5,2,1556200
São Paulo,161,3,3,2,940600
Campinas,60,2,1,1,386400
São Paulo,60,3,1,1,472000
Rio de Janeiro,55,2,1,0,592400
São Paulo,90,3,1,1,817800
São Paulo,65,2,1,0,321400
Porto Alegre,18,1,1,0,241200
São Paulo,345,3,3,5,3349600
Porto Alegre,50,2,1,1,370000
São Paulo,230,4,5,4,3363600
São Paulo,100,2,2,1,446600
São Paulo,136,3,3,3,1210800
Porto Alegre,263,3,3,0,746400
Belo Horizonte,65,2,2,2,413600
Belo Horizonte,166,2,2,2,536200
São Paulo,20,1,1,0,511000
Campinas,308,4,3,4,868000
São Paulo,400,4,3,5,2243900
Belo Horizonte,140,3,4,3,774400
Campinas,47,1,1,0,190200
São Paulo,178,3,3,3,2321600
Belo Horizonte,100,3,2,1,373600
São Paulo,62,3,2,1,1315600
São Paulo,390,4,4,5,4225600
São Paulo,217,3,4,1,2354300
Belo Horizonte,280,4,4,3,2494300
São Paulo,30,1,1,1,653400
São Paulo,39,1,1,1,584400
Belo Horizonte,118,3,3,1,337000
São Paulo,42,1,1,1,685400
São Paulo,120,2,3,2,2009600
São Paulo,174,4,5,4,1444600
São Paulo,450,4,4,3,3044300
Belo Horizonte,50,2,1,1,246200
São Paulo,50,2,2,2,1776000
Rio de Janeiro,80,2,1,0,480400
Porto Alegre,134,3,2,2,834000
Campinas,188,5,4,0,847800
Rio de Janeiro,90,2,2,2,1242600
São Paulo,340,4,4,3,2229800
São Paulo,110,3,3,2,584000
Rio de Janeiro,58,2,1,1,641600
Rio de Janeiro,37,1,1,0,527400
São Paulo,280,3,5,3,1624200
São Paulo,220,3,4,3,2031700
São Paulo,272,5,5,2,2416300
São Paulo,49,2,1,1,495200
Campinas,54,1,1,1,320000
Belo Horizonte,68,2,1,1,187400
São Paulo,227,3,4,4,3109500
Belo Horizonte,350,5,4,4,3313600
Porto Alegre,116,3,2,1,701000
São Paulo,130,2,2,1,1347800
São Paulo,94,2,2,1,927400
São Paulo,330,5,4,4,972400
Rio de Janeiro,230,4,4,0,2908200
Belo Horizonte,55,2,1,1,214400
São Paulo,148,3,2,3,1140200
São Paulo,500,3,3,7,1133400
Campinas,184,4,3,4,701800
Rio de Janeiro,250,4,4,0,1528000
Belo Horizonte,306,3,5,0,1626400
Belo Horizonte,20,1,1,0,312600
Porto Alegre,60,1,1,0,246800
São Paulo,130,3,2,2,2335900
São Paulo,450,4,5,7,2503500
Rio de Janeiro,113,3,1,0,672600
Rio de Janeiro,66,2,1,1,390400
Campinas,83,2,1,1,282600
Belo Horizonte,83,3,3,2,859200
São Paulo,50,1,1,1,1282800
São Paulo,52,2,1,1,836400
São Paulo,250,3,3,3,651800
São Paulo,121,2,2,1,1046400
Rio de Janeiro,85,2,3,1,1667200
São Paulo,152,4,3,3,1438000
São Paulo,32,1,1,1,769400
São Paulo,311,4,5,6,4544200
São Paulo,97,3,2,2,814400
São Paulo,250,4,5,4,2749700
Rio de Janeiro,32,1,1,0,411800
São Paulo,360,4,9,8,1999600
São Paulo,24,1,1,0,176800
São Paulo,55,1,1,1,892000
Belo Horizonte,83,3,2,2,315800
São Paulo,87,3,2,2,761400
Campinas,64,2,1,1,297200
São Paulo,25,1,1,0,291600
São Paulo,30,1,1,1,810400
Rio de Janeiro,500,2,5,5,378400
Porto Alegre,75,2,2,2,656600
São Paulo,205,3,3,4,1453000
Belo Horizonte,88,3,2,0,303000
Porto Alegre,60,3,2,1,521400
Belo Horizonte,70,2,1,1,278000
Rio de Janeiro,100,2,3,0,370400
Porto Alegre,37,1,1,0,174200
São Paulo,45,1,1,0,230000
São Paulo,330,3,3,5,1965800
São Paulo,35,1,1,0,752400
Belo Horizonte,144,3,1,2,596800
Belo Horizonte,70,3,2,1,307000
São Paulo,68,2,2,1,605200
São Paulo,101,3,2,2,1367600
São Paulo,33,1,1,1,592600
São Paulo,200,4,2,2,1227600
São Paulo,80,2,1,0,302600
São Paulo,74,2,1,0,268800
Belo Horizonte,65,2,2,1,379200
Campinas,111,3,3,3,1269400
São Paulo,380,3,6,8,1876000
São Paulo,60,2,1,0,391200
São Paulo,300,3,3,5,946200
Porto Alegre,72,2,2,2,584800
Rio de Janeiro,75,2,2,1,976200
São Paulo,70,2,1,2,423400
Belo Horizonte,360,5,4,1,966800
São Paulo,23,1,1,0,404800
São Paulo,100,3,2,2,1184800
São Paulo,150,4,4,3,866800
Rio de Janeiro,57,1,1,1,1158400
São Paulo,180,3,2,2,701600
Belo Horizonte,360,3,3,4,1107200
São Paulo,120,3,3,2,664600
Belo Horizonte,45,2,1,1,242400
Rio de Janeiro,30,1,1,0,292400
São Paulo,40,1,1,1,917400
São Paulo,130,3,2,1,1208400
Campinas,68,2,1,1,264800
São Paulo,70,2,1,1,286200
Rio de Janeiro,77,2,2,1,883800
São Paulo,220,4,4,1,1604000
Campinas,55,1,1,1,272000
Porto Alegre,70,3,1,1,371000
São Paulo,250,4,4,4,3314300
São Paulo,110,3,2,2,1391200
Campinas,151,2,2,1,637600
Campinas,45,1,1,0,201800
Belo Horizonte,40,1,1,1,699600
Belo Horizonte,98,3,2,2,291400
São Paulo,70,2,2,1,286200
São Paulo,205,4,3,3,3018400
São Paulo,40,1,1,1,276800
São Paulo,100,3,2,1,1131000
Belo Horizonte,55,2,1,1,309800
São Paulo,288,3,3,3,2611900
Rio de Janeiro,70,1,1,0,859400
São Paulo,70,2,1,1,525200
São Paulo,100,2,2,2,795000
Porto Alegre,72,2,1,0,459600
Rio de Janeiro,20,1,1,0,287000
Porto Alegre,360,4,4,4,638400
São Paulo,150,3,3,2,997200
São Paulo,130,3,4,0,494800
São Paulo,22,1,1,0,510400
Campinas,53,1,1,1,917000
Rio de Janeiro,53,2,1,0,302600
São Paulo,642,4,7,4,1887400
São Paulo,240,4,5,5,2999700
São Paulo,450,3,3,1,1556400
Campinas,57,2,1,1,254200
Belo Horizonte,130,4,3,1,638200
São Paulo,53,2,2,1,566000
Porto Alegre,39,1,1,1,611000
São Paulo,850,6,7,4,6132100
São Paulo,35,1,1,0,314400
São Paulo,67,1,1,0,275000
São Paulo,120,3,2,1,720600
São Paulo,200,5,6,4,1922800
Belo Horizonte,69,3,1,2,309600
Porto Alegre,60,2,1,1,110000
Belo Horizonte,30,1,1,1,346400
Rio de Janeiro,30,1,1,0,347400
Campinas,650,4,6,4,2999800
Porto Alegre,80,2,1,1,454400
São Paulo,35,1,1,1,204000
Rio de Janeiro,135,3,2,1,1304000
São Paulo,60,2,1,0,416600
Belo Horizonte,80,2,2,1,377000
Campinas,80,2,2,1,312800
Belo Horizonte,160,4,6,3,1479000
São Paulo,135,2,2,1,2093700
Campinas,340,4,5,0,1039000
São Paulo,35,1,1,1,824000
Porto Alegre,38,1,1,0,316000
Porto Alegre,81,3,2,1,446800
Belo Horizonte,150,3,3,3,1238800
São Paulo,126,3,1,2,912600
São Paulo,71,1,1,0,433200
São Paulo,20,1,1,0,511000
Campinas,55,1,1,1,314000
Campinas,76,2,2,2,803000
Rio de Janeiro,40,1,1,0,727400
São Paulo,400,3,5,5,2537800
Belo Horizonte,70,3,1,2,248800
São Paulo,38,1,1,1,663800
Rio de Janeiro,80,2,1,0,539000
Rio de Janeiro,64,1,1,0,398200
Belo Horizonte,300,4,3,2,2171900
São Paulo,71,3,4,0,812200
São Paulo,25,1,1,1,847400
São Paulo,1000,4,7,4,5218100
São Paulo,196,3,5,3,2612100
Campinas,48,2,1,1,277800
São Paulo,315,3,5,2,5102300
Belo Horizonte,184,3,1,2,892800
Porto Alegre,450,5,4,4,1882000
São Paulo,102,3,2,2,722000
Campinas,135,3,2,2,651600
São Paulo,41,1,1,1,756400
São Paulo,144,2,4,6,491000
Rio de Janeiro,110,3,3,1,482600
Porto Alegre,43,1,1,1,427600
São Paulo,450,4,5,2,3325600
Belo Horizonte,70,2,1,2,388800
São Paulo,220,4,4,4,1380600
São Paulo,52,1,2,1,1274800
São Paulo,198,2,2,2,1518000
São Paulo,30,2,1,0,305600
Rio de Janeiro,217,3,3,2,2704000
São Paulo,290,4,4,0,1600600
Porto Alegre,70,2,1,0,388400
Rio de Janeiro,45,1,1,0,663400
São Paulo,40,1,1,1,509400
Campinas,180,4,3,2,1126200
Rio de Janeiro,90,2,1,0,311600
São Paulo,26,1,1,0,323000
São Paulo,629,4,4,4,3458000
São Paulo,120,4,3,2,622600
Porto Alegre,49,1,1,0,244800
São Paulo,44,2,1,1,311200
São Paulo,427,4,6,4,2983700
São Paulo,286,4,5,4,1756200
Porto Alegre,88,2,2,2,389600
São Paulo,120,2,3,2,1853800
São Paulo,74,1,2,2,1038200
Porto Alegre,350,3,4,4,746000
Porto Alegre,80,2,2,1,481800
São Paulo,63,2,2,1,1055000
São Paulo,22,1,1,0,408800
São Paulo,94,2,3,0,664600
São Paulo,60,2,1,0,330000
Rio de Janeiro,190,4,4,0,1370400
São Paulo,78,2,1,1,588400
Belo Horizonte,300,5,4,4,2121900
São Paulo,211,4,4,4,1026800
Campinas,84,2,1,1,361600
Porto Alegre,300,3,3,5,796400
Belo Horizonte,497,5,5,4,1770400
São Paulo,71,3,2,1,638400
Rio de Janeiro,138,2,1,0,399600
Rio de Janeiro,120,3,2,1,809400
Rio de Janeiro,110,2,2,1,951200
São Paulo,30,1,1,1,673000
São Paulo,386,4,6,3,3756200
Rio de Janeiro,70,2,1,0,560400
Belo Horizonte,120,3,2,2,413800
São Paulo,300,2,3,2,2488000
São Paulo,40,1,1,0,161800
São Paulo,210,3,2,1,2289600
Rio de Janeiro,62,3,2,1,620400
Rio de Janeiro,84,3,2,1,583400
São Paulo,23,1,1,0,500200
São Paulo,140,2,4,2,1601600
São Paulo,40,1,1,1,530400
São Paulo,148,3,3,0,937400
São Paulo,75,3,2,2,615000
São Paulo,40,1,1,0,135400
Rio de Janeiro,77,2,2,2,1119000
São Paulo,90,2,2,0,496000
Rio de Janeiro,300,4,4,0,840400
Rio de Janeiro,98,2,2,0,816400
São Paulo,64,2,2,1,717200
São Paulo,100,3,2,2,1032400
Belo Horizonte,80,2,1,0,379800
São Paulo,110,3,2,1,1211200
São Paulo,40,1,1,0,213800
Rio de Janeiro,80,2,1,0,555000
São Paulo,17,1,1,0,555400
São Paulo,137,2,2,1,1016000
São Paulo,230,4,3,4,1807800
Rio de Janeiro,90,3,3,1,517000
São Paulo,347,4,7,6,2006400
Belo Horizonte,200,4,3,0,3056200
São Paulo,56,1,1,0,348800
Campinas,650,5,4,8,1814000
Rio de Janeiro,30,1,1,0,314200
Campinas,52,1,1,1,427800
São Paulo,120,3,2,2,1311200
Rio de Janeiro,50,1,1,1,222800
São Paulo,120,3,2,1,701200
Belo Horizonte,80,2,2,2,1252800
São Paulo,58,2,2,1,1050400
Porto Alegre,89,3,1,0,366600
São Paulo,250,3,4,3,2590000
São Paulo,242,5,3,2,938800
São Paulo,55,2,1,1,522400
Belo Horizonte,45,1,1,0,249200
São Paulo,204,4,6,4,2345700
Rio de Janeiro,37,1,1,0,424200
São Paulo,50,1,1,0,582800
São Paulo,73,2,2,2,415600
Porto Alegre,180,6,2,2,878800
Rio de Janeiro,300,4,2,0,1419600
Porto Alegre,71,2,2,1,451800
São Paulo,284,3,2,2,1913600
Campinas,37,1,1,1,208200
São Paulo,35,1,1,0,159200
São Paulo,190,2,2,4,852800
São Paulo,67,2,1,1,508000
Rio de Janeiro,98,2,2,0,818600
São Paulo,260,4,5,2,2223900
São Paulo,139,3,2,2,1169000
Porto Alegre,76,2,2,1,586600
Belo Horizonte,150,3,2,1,748800
Rio de Janeiro,51,1,1,1,395800
Belo Horizonte,120,3,2,2,413600
Porto Alegre,42,1,1,0,243200
Belo Horizonte,180,4,2,2,921000
São Paulo,65,2,1,0,911400
São Paulo,420,5,4,4,4070300
São Paulo,90,2,2,2,783400
São Paulo,44,1,1,0,436400
São Paulo,240,2,3,1,1782600
São Paulo,280,4,5,4,1359200
São Paulo,120,2,2,3,1273200
Belo Horizonte,140,4,3,4,751400
São Paulo,65,2,2,1,466000
Belo Horizonte,52,1,2,1,971800
Porto Alegre,199,3,4,3,2022200
Porto Alegre,71,2,2,1,784000
São Paulo,42,1,1,0,673200
São Paulo,420,4,3,4,3295600
Porto Alegre,169,2,1,1,581000
São Paulo,170,3,2,4,1265600
São Paulo,45,2,2,0,351800
São Paulo,60,2,1,1,698600
São Paulo,76,3,2,2,497600
Porto Alegre,47,1,1,1,526600
São Paulo,22,1,1,0,551000
Rio de Janeiro,63,2,2,1,503200
São Paulo,33,1,1,1,855200
São Paulo,96,3,2,2,612000
Belo Horizonte,573,4,3,6,2180100
Rio de Janeiro,84,3,1,0,689000
Campinas,400,4,4,3,2097900
Belo Horizonte,150,3,3,2,465200
São Paulo,120,3,1,0,571200
São Paulo,78,2,1,1,361600
São Paulo,20,1,1,0,511000
Porto Alegre,117,2,1,1,516800
São Paulo,40,1,1,0,493400
Rio de Janeiro,50,2,1,0,433000
Porto Alegre,80,3,1,1,343000
São Paulo,65,2,1,1,654000
Porto Alegre,90,2,2,0,299200
São Paulo,76,2,1,1,1274200
Campinas,85,3,2,2,742800
São Paulo,76,1,2,2,719200
Rio de Janeiro,92,2,1,1,599400
São Paulo,150,3,3,3,1000800
São Paulo,515,5,4,3,4208100
Porto Alegre,91,2,1,0,351000
São Paulo,161,3,3,3,3571800
São Paulo,64,2,1,1,385800
Porto Alegre,59,1,1,1,520000
Belo Horizonte,150,4,4,4,1133600
São Paulo,90,3,4,2,1407200
Rio de Janeiro,30,1,1,0,500600
São Paulo,127,2,3,1,652800
São Paulo,48,1,1,1,666000
São Paulo,90,2,2,1,996400
São Paulo,20,1,1,0,511000
São Paulo,82,2,1,1,884600
São Paulo,66,2,2,2,645600
São Paulo,81,3,1,1,775600
São Paulo,170,3,3,3,900600
Belo Horizonte,280,4,7,4,810000
Belo Horizonte,70,2,1,1,351800
Porto Alegre,69,2,2,2,673000
Belo Horizonte,143,3,2,3,676800
São Paulo,50,1,1,0,260600
Campinas,102,3,2,0,739600
São Paulo,60,2,1,0,251400
Campinas,265,3,3,2,515400
Rio de Janeiro,76,2,1,1,863600
São Paulo,96,3,2,2,2003500
São Paulo,70,2,1,1,492000
São Paulo,140,3,4,2,2903800
São Paulo,81,2,1,1,754600
Porto Alegre,52,2,1,0,391400
São Paulo,298,5,3,3,1901000
Porto Alegre,70,2,2,2,443600
São Paulo,92,2,1,1,410600
Rio de Janeiro,190,4,3,2,2459500
Porto Alegre,42,1,1,0,6550100
São Paulo,40,1,1,1,666200
Rio de Janeiro,312,4,4,3,4055800
São Paulo,106,2,1,2,448400
Campinas,110,3,3,2,880800
São Paulo,384,5,5,3,2668200
Porto Alegre,69,2,1,0,373600
São Paulo,82,2,2,0,1079200
Belo Horizonte,500,7,6,3,3126000
São Paulo,130,3,2,1,1231800
São Paulo,55,1,1,0,332200
São Paulo,170,4,4,2,932800
Campinas,183,4,2,0,719000
São Paulo,336,3,5,3,1319600
São Paulo,45,1,1,1,1718000
São Paulo,40,1,1,0,422400
Belo Horizonte,45,3,1,0,289800
Rio de Janeiro,180,3,3,0,555800
São Paulo,23,1,1,0,513600
Porto Alegre,53,1,1,0,161000
São Paulo,100,2,2,1,1068200
São Paulo,400,4,5,4,2873600
Rio de Janeiro,92,1,3,1,914200
Belo Horizonte,420,6,4,0,975800
Rio de Janeiro,78,3,1,1,767400
São Paulo,70,2,1,1,465600
Campinas,500,6,5,8,1749200
São Paulo,130,3,4,2,1038600
Rio de Janeiro,24,1,1,0,502600
São Paulo,125,2,1,1,557800
São Paulo,242,3,4,2,1542000
São Paulo,69,3,1,1,325600
São Paulo,135,2,2,1,902800
Belo Horizonte,43,2,1,1,185600
São Paulo,565,4,5,6,3904300
Porto Alegre,62,2,1,1,370800
Belo Horizonte,112,4,1,2,428800
São Paulo,31,1,1,1,617000
São Paulo,89,3,3,0,933800
Porto Alegre,100,2,2,0,448000
São Paulo,65,2,1,0,1385400
Campinas,60,3,2,0,566000
Porto Alegre,75,3,2,1,505400
Porto Alegre,41,1,1,1,348400
São Paulo,100,2,1,0,821400
São Paulo,288,3,2,2,842600
São Paulo,400,5,6,0,1055800
São Paulo,240,3,2,1,3178300
São Paulo,80,1,1,1,248600
Campinas,43,2,1,1,258800
São Paulo,25,1,1,0,250200
São Paulo,49,2,1,1,558200
São Paulo,40,1,1,0,209600
Porto Alegre,71,2,1,0,304400
São Paulo,50,2,1,0,384800
São Paulo,44,1,1,0,390600
São Paulo,400,4,2,8,1485200
Porto Alegre,225,3,3,2,1029600
Rio de Janeiro,82,3,2,2,657600
São Paulo,102,3,1,1,357400
Porto Alegre,981,3,2,4,2325500
Rio de Janeiro,25,1,1,0,152000
São Paulo,230,3,4,0,1087800
