idade,classe_trabalho,escolaridade,anos_estudo,Estado_civil,raça,sexo,UF,regiao
50,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Branco,Masculino,SP,Sudeste
36,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PR,Sul
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,SC,Sul
29,Empresário,Ensino Médio Completo,13,Solteiro,Branco,Masculino,RS,Sul
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,MS,Centro-Oeste
27,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Negro,Feminino,MT,Centro-Oeste
65,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
37,MEI,Ensino Médio Completo,13,Divorciado,Branco,Feminino,DF,Centro-Oeste
39,,Mestrado,14,Casado,Pardo,Feminino,RO,Norte
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,AC,Norte
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AM,Norte
48,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,R,Norte
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Pardo,Feminino,PA,Norte
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AP,Norte
55,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,TO,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Pardo,Feminino,MA,Nordeste
43,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PI,Nordeste
26,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Masculino,CE,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,RN,Nordeste
35,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,PB,Nordeste
41,MEI,Ensino Médio Completo,10,Casado,Branco,Masculino,PE,Nordeste
26,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,AL,Nordeste
34,Funcionário Setor Privado,Mestrado,14,Casado,Pardo,Masculino,SE,Nordeste
19,,Ensino Médio Completo,10,Solteiro,Negro,Feminino,BA,Nordeste
36,Autônomo,Ensino Médio Completo,13,Divorciado,Negro,Feminino,MG,Sudeste
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,ES,Sudeste
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RJ,Sudeste
77,Aposentado,Ensino Médio Completo,10,Casado,Branco,Masculino,SP,Sudeste
22,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Casado,Branco,Feminino,PR,Sul
29,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,SC,Sul
62,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,RS,Sul
39,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MS,Centro-Oeste
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MT,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,GO,Centro-Oeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,DF,Centro-Oeste
76,Aposentado,Mestrado,14,Casado,Branco,Masculino,RO,Norte
63,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
23,,Ensino Médio Completo,11,Solteiro,Negro,Feminino,AM,Norte
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Feminino,R,Norte
58,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
66,Aposentado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,AP,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,TO,Norte
26,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MA,Nordeste
47,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,PI,Nordeste
55,Empresário,Ensino Fundamental Completo,6,Casado,Branco,Masculino,CE,Nordeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RN,Nordeste
17,Menor Aprendiz,Ensino Fundamental Incompleto,3,Solteiro,Branco,Masculino,PB,Nordeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PE,Nordeste
49,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Masculino,AL,Nordeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,SE,Nordeste
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,BA,Nordeste
26,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Masculino,MG,Sudeste
38,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,ES,Sudeste
36,Servidor Público,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
33,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SP,Sudeste
22,Servidor Público,Ensino Médio Completo,10,Solteiro,Negro,Feminino,PR,Sul
43,Autônomo,Ensino Médio Completo,13,Solteiro,Branco,Masculino,SC,Sul
67,Aposentado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,RS,Sul
30,,Ensino Médio Completo,11,Divorciado,Branco,Feminino,MS,Centro-Oeste
56,Funcionário Setor Privado,Ensino Médio Completo,12,União Estável,Branco,Masculino,MT,Centro-Oeste
31,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,GO,Centro-Oeste
33,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,DF,Centro-Oeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RO,Norte
33,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AC,Norte
46,Empresário,Ensino Médio Incompleto,7,Casado,Branco,Masculino,AM,Norte
59,,Ensino Médio Completo,13,Casado,Branco,Masculino,R,Norte
38,Funcionário Público,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
65,Funcionário Setor Privado,Ensino Médio Incompleto,7,Viúvo,Amarelo,Masculino,AP,Norte
40,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,TO,Norte
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,MA,Nordeste
26,Autônomo,Ensino Fundamental Completo,5,Casado,Branco,Masculino,PI,Nordeste
36,Funcionário Setor Privado,Ensino Fundamental Completo,6,Casado,Branco,Feminino,CE,Nordeste
62,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,RN,Nordeste
43,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PB,Nordeste
43,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Masculino,PE,Nordeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,União Estável,Branco,Masculino,AL,Nordeste
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SE,Nordeste
56,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,BA,Nordeste
22,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,MG,Sudeste
57,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,ES,Sudeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,RJ,Sudeste
26,Funcionário Público,Ensino Médio Completo,10,Solteiro,Branco,Feminino,SP,Sudeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,PR,Sul
40,Servidor Público,Ensino Médio Completo,11,Casado,Branco,Masculino,SC,Sul
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,RS,Sul
44,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,MS,Centro-Oeste
20,Empresário,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MT,Centro-Oeste
33,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,GO,Centro-Oeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,DF,Centro-Oeste
46,Autônomo,Mestrado,14,Divorciado,Branco,Masculino,RO,Norte
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
54,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AM,Norte
46,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Divorciado,Branco,Feminino,R,Norte
25,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PA,Norte
46,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,AP,Norte
36,Empresário,Ensino Médio Completo,10,Casado,Branco,Feminino,TO,Norte
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MA,Nordeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Masculino,PI,Nordeste
44,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Feminino,CE,Nordeste
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,RN,Nordeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PB,Nordeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,PE,Nordeste
27,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,AL,Nordeste
46,Autônomo,Ensino Médio Completo,12,Separado,Branco,Masculino,SE,Nordeste
34,Servidor Público,Ensino Médio Completo,13,Casado,Branco,Masculino,BA,Nordeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MG,Sudeste
44,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,ES,Sudeste
45,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,RJ,Sudeste
20,,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SP,Sudeste
25,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PR,Sul
52,MEI,Ensino Médio Completo,13,Casado,Branco,Masculino,SC,Sul
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RS,Sul
28,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MS,Centro-Oeste
50,Servidor Público,Ensino Médio Completo,13,Casado,Branco,Masculino,MT,Centro-Oeste
34,Funcionário Setor Privado,Ensino Médio Completo,11,Divorciado,Branco,Feminino,GO,Centro-Oeste
28,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Amarelo,Masculino,DF,Centro-Oeste
41,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,RO,Norte
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
46,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AM,Norte
28,,Ensino Médio Completo,10,Casado,Branco,Feminino,R,Norte
32,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PA,Norte
41,Empresário,Ensino Médio Completo,10,Divorciado,Negro,Feminino,AP,Norte
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,TO,Norte
33,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,MA,Nordeste
46,Funcionário Setor Privado,Doutorado,16,Casado,Branco,Masculino,PI,Nordeste
31,Servidor Público,Ensino Médio Completo,10,Casado,Branco,Masculino,CE,Nordeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,8,Divorciado,Branco,Masculino,RN,Nordeste
52,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,PB,Nordeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,PE,Nordeste
34,Empresário,Ensino Médio Incompleto,7,Separado,Negro,Masculino,AL,Nordeste
34,Servidor Público,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,SE,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,BA,Nordeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,MG,Sudeste
32,Servidor Público,Ensino Médio Completo,13,Casado,Branco,Feminino,ES,Sudeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,RJ,Sudeste
33,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Branco,Feminino,SP,Sudeste
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
36,Funcionário Público,Mestrado,14,Solteiro,Branco,Masculino,SC,Sul
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RS,Sul
63,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MS,Centro-Oeste
47,Empresário,Mestrado,14,Casado,Branco,Masculino,MT,Centro-Oeste
80,Aposentado,Ensino Médio Incompleto,9,Viúvo,Branco,Masculino,GO,Centro-Oeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,DF,Centro-Oeste
40,Autônomo,Ensino Médio Completo,13,União Estável,Branco,Feminino,RO,Norte
30,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Feminino,AC,Norte
27,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Pardo,Masculino,AM,Norte
33,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,R,Norte
34,Empresário,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,PA,Norte
34,Empresário,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AP,Norte
23,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,TO,Norte
42,Empresário,Ensino Médio Completo,10,Casado,Branco,Feminino,MA,Nordeste
29,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,PI,Nordeste
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,CE,Nordeste
24,Funcionário Público,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RN,Nordeste
44,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PB,Nordeste
27,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,PE,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AL,Nordeste
44,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Negro,Feminino,SE,Nordeste
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Indígena,Masculino,BA,Nordeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MG,Sudeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,ES,Sudeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,RJ,Sudeste
45,MEI,Ensino Médio Completo,10,Casado,Branco,Masculino,SP,Sudeste
60,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
42,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Negro,Masculino,SC,Sul
44,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Feminino,RS,Sul
40,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Pardo,Masculino,MS,Centro-Oeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,MT,Centro-Oeste
38,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Negro,Masculino,GO,Centro-Oeste
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,DF,Centro-Oeste
32,,Ensino Médio Completo,10,Casado,Branco,Masculino,RO,Norte
44,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Masculino,AC,Norte
54,Empresário,Ensino Médio Incompleto,9,Casado,Negro,Masculino,AM,Norte
32,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,R,Norte
50,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,União Estável,Branco,Masculino,PA,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,AP,Norte
37,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,TO,Norte
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,MA,Nordeste
38,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PI,Nordeste
49,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,CE,Nordeste
30,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,RN,Nordeste
60,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PB,Nordeste
22,,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PE,Nordeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,AL,Nordeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SE,Nordeste
67,Aposentado,Ensino Médio Completo,11,Divorciado,Branco,Feminino,BA,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,MG,Sudeste
17,Menor Aprendiz,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,ES,Sudeste
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RJ,Sudeste
27,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Branco,Masculino,SP,Sudeste
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PR,Sul
33,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,SC,Sul
43,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,RS,Sul
28,Servidor Público,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MS,Centro-Oeste
41,Funcionário Setor Privado,Ensino Médio Incompleto,9,União Estável,Branco,Feminino,MT,Centro-Oeste
52,,Ensino Médio Incompleto,8,Solteiro,Negro,Masculino,GO,Centro-Oeste
25,Funcionário Setor Privado,Ensino Médio Completo,10,União Estável,Negro,Feminino,DF,Centro-Oeste
63,,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,RO,Norte
59,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
45,Empresário,Ensino Médio Completo,13,Divorciado,Branco,Feminino,AM,Norte
38,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,R,Norte
40,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PA,Norte
46,Funcionário Público,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AP,Norte
35,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,TO,Norte
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,MA,Nordeste
33,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,PI,Nordeste
41,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,CE,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RN,Nordeste
23,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Solteiro,Branco,Masculino,PB,Nordeste
26,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PE,Nordeste
72,Aposentado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
23,Empresário,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SE,Nordeste
62,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
52,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
58,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,ES,Sudeste
25,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,RJ,Sudeste
24,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Negro,Masculino,SP,Sudeste
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PR,Sul
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,SC,Sul
47,Empresário,Ensino Médio Incompleto,9,Separado,Negro,Feminino,RS,Sul
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,MS,Centro-Oeste
49,Funcionário Setor Privado,Ensino Médio Completo,11,União Estável,Branco,Masculino,MT,Centro-Oeste
53,,Ensino Fundamental Incompleto,3,Viúvo,Negro,Feminino,GO,Centro-Oeste
32,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,DF,Centro-Oeste
34,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RO,Norte
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AC,Norte
57,,Ensino Médio Completo,11,Viúvo,Branco,Feminino,AM,Norte
25,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Indígena,Feminino,R,Norte
20,,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PA,Norte
21,,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AP,Norte
34,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,TO,Norte
38,MEI,Ensino Médio Completo,13,Casado,Branco,Masculino,MA,Nordeste
